time,weather_code,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_max,wind_gusts_10m_max,rain_sum,snowfall_sum,precipitation_hours,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,relative_humidity_2m_mean,snowfall_water_equivalent_sum,pressure_msl_mean,surface_pressure_mean,soil_temperature_0_to_100cm_mean
1960-06-11,51,17.6,12.9,22.2,14.7,31.3,0.5,0.0,3.0,16.6,19.9,12.8,21.37,4.09,47,68,0.0,1021.4,1000.6,17.4
1960-06-12,2,19.8,12.4,25.6,11.9,28.8,0.0,0.0,0.0,20.1,27.4,11.7,28.13,5.17,5,65,0.0,1017.9,997.2,17.5
1960-06-13,55,20.0,16.1,26.8,14.1,35.3,6.0,0.0,11.0,19.8,25.5,15.0,20.06,4.29,46,68,0.0,1012.4,991.9,17.8
1960-06-14,3,16.9,13.4,21.1,14.8,33.8,0.0,0.0,0.0,15.4,18.9,12.0,24.56,4.52,53,61,0.0,1018.2,997.3,17.5
1960-06-15,3,16.9,10.5,21.9,18.4,41.8,0.0,0.0,0.0,14.7,19.3,8.8,25.0,4.91,55,59,0.0,1023.6,1002.7,17.3
1960-06-16,3,18.7,12.5,24.1,16.7,40.0,0.0,0.0,0.0,16.7,22.7,10.1,29.29,6.02,41,50,0.0,1026.3,1005.4,17.3
1960-06-17,3,20.7,12.4,27.2,15.2,32.0,0.0,0.0,0.0,19.6,27.0,10.9,29.17,6.17,22,53,0.0,1025.3,1004.6,17.6
1960-06-18,2,23.4,14.4,29.8,7.4,20.2,0.0,0.0,0.0,24.4,31.5,14.4,28.59,5.71,12,58,0.0,1022.2,1001.7,18.1
1960-06-19,55,24.7,16.1,31.4,11.4,30.6,3.0,0.0,5.0,26.2,34.1,16.3,25.27,5.45,59,61,0.0,1019.4,999.1,18.7
1960-06-20,1,23.2,19.4,27.6,20.2,43.6,0.0,0.0,0.0,22.5,26.8,17.0,27.96,6.44,16,58,0.0,1019.3,998.9,19.1
1960-06-21,0,22.3,16.7,27.2,22.0,48.2,0.0,0.0,0.0,20.3,25.7,14.1,28.85,6.98,0,47,0.0,1017.3,996.9,19.1
1960-06-22,0,24.1,15.4,31.0,9.2,19.4,0.0,0.0,0.0,24.8,32.4,15.3,28.79,6.01,1,54,0.0,1015.7,995.4,19.4
1960-06-23,63,23.8,19.6,29.8,16.9,37.8,10.7,0.0,6.0,25.3,32.8,20.1,21.96,4.87,58,65,0.0,1015.5,995.1,19.9
1960-06-24,61,18.4,16.8,19.4,9.7,28.1,19.5,0.0,20.0,19.7,21.0,18.2,5.56,1.24,96,88,0.0,1017.0,996.3,19.4
1960-06-25,63,17.8,14.6,20.5,7.8,23.8,11.3,0.0,13.0,18.9,21.3,15.3,14.22,2.6,92,85,0.0,1015.3,994.6,18.8
1960-06-26,55,16.9,12.9,20.2,10.2,24.1,4.5,0.0,11.0,17.4,20.7,13.2,16.51,2.83,96,86,0.0,1015.1,994.3,18.3
1960-06-27,51,19.7,15.0,24.3,18.8,46.1,1.0,0.0,7.0,19.7,23.9,15.3,20.04,3.91,51,78,0.0,1018.6,997.9,18.4
1960-06-28,3,19.9,15.8,24.4,16.2,35.6,0.0,0.0,0.0,19.4,24.3,15.0,22.67,4.53,51,67,0.0,1016.9,996.3,18.5
1960-06-29,1,16.4,13.2,19.9,17.1,39.6,0.0,0.0,0.0,13.9,18.2,10.0,28.9,5.31,15,57,0.0,1015.0,994.2,18.3
1960-06-30,1,14.7,10.2,19.2,16.7,38.9,0.0,0.0,0.0,12.2,17.6,7.4,29.74,5.04,7,55,0.0,1014.6,993.7,17.8
1960-07-01,3,15.6,9.2,21.4,10.8,30.6,0.0,0.0,0.0,13.9,20.8,6.9,27.62,4.91,77,57,0.0,1014.5,993.7,17.5
1960-07-02,3,16.3,10.3,21.6,12.8,25.6,0.0,0.0,0.0,14.4,20.0,8.2,21.9,4.26,63,57,0.0,1012.7,991.9,17.4
1960-07-03,1,17.4,12.3,22.3,21.7,45.4,0.0,0.0,0.0,14.7,20.0,10.0,28.74,5.84,5,53,0.0,1012.8,992.1,17.5
1960-07-04,2,17.6,11.3,22.5,15.1,37.1,0.0,0.0,0.0,16.0,21.1,9.3,27.84,5.18,19,57,0.0,1017.4,996.6,17.5
1960-07-05,3,19.9,12.2,25.9,11.2,23.8,0.0,0.0,0.0,19.7,26.5,11.5,23.17,4.71,28,62,0.0,1014.7,994.1,17.6
1960-07-06,51,21.9,16.0,27.4,16.0,28.8,0.2,0.0,2.0,21.6,26.5,16.0,22.14,5.0,52,59,0.0,1012.3,991.9,18.1
1960-07-07,63,19.4,15.3,23.9,13.6,22.0,17.0,0.0,9.0,19.8,23.0,15.8,13.59,2.91,63,73,0.0,1010.2,989.7,18.2
1960-07-08,63,17.7,13.9,21.4,20.3,42.5,18.6,0.0,13.0,16.7,19.4,13.2,23.43,4.34,57,70,0.0,1008.7,988.1,18.1
1960-07-09,51,16.7,12.8,20.0,12.5,29.5,0.2,0.0,2.0,15.9,18.9,12.1,17.18,3.1,57,71,0.0,1014.9,994.1,17.7
1960-07-10,3,19.9,12.8,26.2,13.4,31.3,0.0,0.0,0.0,19.8,26.3,12.1,17.61,3.7,51,69,0.0,1014.0,993.5,17.7
1960-07-11,63,19.1,15.4,21.4,13.0,29.5,18.8,0.0,20.0,20.0,23.5,15.4,8.05,1.76,79,81,0.0,1015.7,995.0,17.8
1960-07-12,51,17.3,13.3,21.4,13.1,31.7,0.4,0.0,4.0,16.4,19.9,13.0,17.99,3.43,40,69,0.0,1021.2,1000.3,17.6
1960-07-13,2,17.9,11.9,23.1,8.4,20.9,0.0,0.0,0.0,18.0,24.2,11.1,26.32,4.58,22,67,0.0,1020.6,999.7,17.6
1960-07-14,61,19.5,12.9,27.0,15.0,22.0,8.8,0.0,9.0,20.2,28.2,12.5,20.9,4.03,78,74,0.0,1016.3,995.7,17.9
1960-07-15,51,18.0,14.4,21.7,7.2,22.7,0.6,0.0,6.0,18.8,23.2,15.3,19.61,3.49,75,80,0.0,1016.6,995.9,18.0
1960-07-16,3,18.0,13.6,22.2,11.6,27.7,0.0,0.0,0.0,18.1,22.5,13.5,22.41,3.85,53,75,0.0,1017.6,996.8,17.9
1960-07-17,3,21.5,14.7,27.8,14.0,31.0,0.0,0.0,0.0,21.3,27.3,14.5,26.69,5.59,55,58,0.0,1014.8,994.4,18.1
1960-07-18,55,20.0,18.4,21.5,12.1,25.6,5.6,0.0,12.0,21.5,23.3,18.4,6.22,1.58,87,80,0.0,1017.4,996.8,18.3
1960-07-19,63,18.4,14.6,19.8,6.1,22.0,20.4,0.0,15.0,20.2,22.2,15.3,3.89,0.91,91,90,0.0,1019.2,998.5,18.1
1960-07-20,51,17.0,13.0,21.0,11.4,26.3,0.2,0.0,2.0,16.5,20.2,12.1,16.98,3.16,48,74,0.0,1021.7,1000.7,17.7
1960-07-21,3,16.5,10.5,21.0,13.9,32.0,0.0,0.0,0.0,15.5,19.9,9.2,19.1,3.46,30,71,0.0,1022.0,1001.0,17.4
1960-07-22,3,17.4,12.3,21.7,12.0,27.0,0.0,0.0,0.0,16.7,20.8,11.5,19.98,3.72,67,69,0.0,1020.0,999.1,17.4
1960-07-23,51,16.0,13.2,19.5,14.9,32.8,0.5,0.0,5.0,14.4,17.0,11.8,15.62,3.09,77,66,0.0,1019.7,998.7,17.3
1960-07-24,3,17.0,12.8,22.1,16.3,30.2,0.0,0.0,0.0,16.1,21.3,11.9,24.19,4.41,47,66,0.0,1019.2,998.4,17.3
1960-07-25,1,18.5,10.6,24.7,11.2,24.8,0.0,0.0,0.0,18.5,25.2,9.6,26.98,4.85,5,69,0.0,1020.4,999.6,17.4
1960-07-26,3,20.0,14.2,24.8,12.8,29.5,0.0,0.0,0.0,20.5,25.2,14.2,19.41,3.76,65,75,0.0,1018.2,997.6,17.8
1960-07-27,3,19.0,15.0,23.1,14.3,32.4,0.0,0.0,0.0,18.2,21.2,15.0,17.41,3.67,78,66,0.0,1018.2,997.5,17.9
1960-07-28,3,19.0,13.3,23.3,10.4,24.8,0.0,0.0,0.0,18.7,23.5,12.9,19.39,3.73,45,66,0.0,1017.1,996.4,17.9
1960-07-29,3,22.3,14.1,29.3,18.5,36.4,0.0,0.0,0.0,22.3,28.8,14.1,26.97,5.94,21,60,0.0,1013.1,992.8,18.2
1960-07-30,55,22.8,19.3,27.2,21.6,48.6,4.3,0.0,9.0,22.3,27.3,17.9,18.65,4.69,74,62,0.0,1013.6,993.3,18.7
1960-07-31,61,18.5,14.6,23.7,15.9,33.8,8.2,0.0,11.0,19.1,23.5,15.0,12.64,2.49,76,81,0.0,1015.9,995.2,18.5
1960-08-01,53,15.4,13.4,17.4,12.5,26.3,4.8,0.0,12.0,15.3,17.4,14.0,7.29,1.42,70,84,0.0,1019.2,998.2,17.9
1960-08-02,51,16.0,10.6,20.2,9.2,26.3,1.2,0.0,10.0,15.4,19.2,9.7,18.5,3.26,35,73,0.0,1020.1,999.2,17.4
1960-08-03,3,16.8,10.2,21.6,8.2,23.4,0.0,0.0,0.0,16.3,21.3,9.3,25.08,4.28,23,69,0.0,1016.8,996.0,17.4
1960-08-04,63,19.2,11.8,26.4,20.2,32.0,11.5,0.0,8.0,19.5,25.9,11.4,22.91,4.4,51,72,0.0,1012.3,991.7,17.5
1960-08-05,63,19.1,16.7,22.4,16.6,39.2,20.0,0.0,22.0,19.7,23.9,17.0,11.58,2.33,82,83,0.0,1010.4,989.8,17.8
1960-08-06,53,18.9,14.8,22.8,12.3,28.4,2.0,0.0,9.0,19.3,23.6,15.2,20.32,3.66,38,75,0.0,1016.6,996.0,17.9
1960-08-07,55,19.1,13.9,24.5,6.8,16.9,5.5,0.0,7.0,20.2,25.6,14.2,21.73,3.96,63,75,0.0,1014.8,994.2,18.0
1960-08-08,63,17.6,14.3,20.8,10.5,26.6,18.2,0.0,20.0,18.5,21.6,15.3,13.62,2.41,87,86,0.0,1012.6,991.9,18.1
1960-08-09,51,17.8,13.8,21.4,7.9,27.0,1.2,0.0,12.0,18.1,21.7,13.9,15.43,2.8,66,75,0.0,1016.4,995.6,17.8
1960-08-10,3,19.4,13.6,24.2,10.8,19.8,0.0,0.0,0.0,19.2,23.7,13.7,18.18,3.63,70,65,0.0,1015.5,994.9,17.8
1960-08-11,63,21.1,15.7,26.3,29.9,64.1,5.2,0.0,3.0,19.9,24.3,15.0,22.45,5.01,68,68,0.0,1007.9,987.6,18.2
1960-08-12,63,16.7,13.5,20.6,23.5,49.0,15.9,0.0,12.0,15.5,19.5,12.7,16.36,2.85,58,80,0.0,1007.8,987.1,18.2
1960-08-13,3,15.1,10.3,19.5,9.7,24.1,0.0,0.0,0.0,13.9,18.7,9.2,19.09,3.29,63,70,0.0,1012.5,991.6,17.6
1960-08-14,51,17.9,12.3,23.2,22.9,47.5,1.0,0.0,5.0,16.6,21.9,10.7,17.23,3.43,61,70,0.0,1010.5,989.9,17.5
1960-08-15,51,18.3,13.5,22.6,8.6,20.5,0.2,0.0,2.0,18.0,21.7,12.9,16.92,3.18,50,68,0.0,1016.5,995.7,17.6
1960-08-16,3,18.8,14.5,23.0,7.8,16.6,0.0,0.0,0.0,19.2,24.3,14.5,20.79,3.76,92,68,0.0,1017.0,996.3,17.8
1960-08-17,53,20.8,14.6,26.2,23.1,44.6,1.2,0.0,3.0,20.3,25.1,14.9,18.04,4.33,69,67,0.0,1008.5,988.2,17.9
1960-08-18,63,20.1,16.7,24.8,19.5,45.0,19.8,0.0,17.0,20.3,25.3,16.5,15.0,3.18,88,79,0.0,1005.2,984.9,18.2
1960-08-19,51,17.5,15.0,20.6,13.7,31.7,0.8,0.0,7.0,17.1,19.9,14.9,14.94,2.75,65,75,0.0,1015.7,994.9,18.0
1960-08-20,3,18.3,14.5,22.6,11.0,23.4,0.0,0.0,0.0,18.0,22.4,14.4,22.78,4.08,53,67,0.0,1019.6,998.8,18.0
1960-08-21,1,18.7,11.9,24.1,6.3,21.2,0.0,0.0,0.0,19.3,25.7,11.3,23.39,4.09,5,71,0.0,1018.8,998.1,18.0
1960-08-22,2,20.8,11.8,28.6,17.7,34.9,0.0,0.0,0.0,20.6,28.6,10.8,24.1,5.18,10,67,0.0,1017.4,996.8,18.2
1960-08-23,2,22.3,14.9,28.9,16.1,28.4,0.0,0.0,0.0,23.0,29.8,15.1,23.04,4.99,6,67,0.0,1018.5,998.1,18.7
1960-08-24,3,22.8,16.4,28.9,18.3,33.5,0.0,0.0,0.0,22.8,28.4,17.3,21.7,5.13,34,64,0.0,1015.5,995.1,19.2
1960-08-25,1,22.4,17.4,27.7,26.0,46.4,0.0,0.0,0.0,21.8,26.5,16.9,21.91,5.11,14,62,0.0,1012.2,991.8,19.4
1960-08-26,53,22.1,16.4,27.9,16.6,37.8,1.2,0.0,2.0,23.4,29.2,17.1,20.16,4.05,24,72,0.0,1013.1,992.7,19.5
1960-08-27,61,22.1,17.1,27.8,13.3,37.4,2.5,0.0,7.0,24.1,29.6,18.2,14.7,3.03,72,78,0.0,1016.8,996.3,19.6
1960-08-28,63,20.4,17.2,25.1,8.7,35.6,26.3,0.0,19.0,22.4,27.2,19.3,14.28,2.7,63,85,0.0,1021.6,1000.9,19.7
1960-08-29,3,19.0,14.6,23.3,7.6,23.0,0.0,0.0,0.0,19.6,24.0,15.2,20.31,3.63,37,74,0.0,1022.2,1001.5,19.4
1960-08-30,51,18.1,15.2,20.7,12.3,32.8,0.9,0.0,6.0,17.8,19.5,15.2,15.95,2.95,71,71,0.0,1017.9,997.2,19.2
1960-08-31,51,16.3,13.5,19.3,12.5,28.4,1.3,0.0,9.0,15.2,17.7,12.7,13.58,2.5,75,71,0.0,1016.5,995.7,18.8
1960-09-01,3,17.4,12.8,22.0,7.2,14.4,0.0,0.0,0.0,17.3,21.8,12.4,18.19,3.16,71,70,0.0,1015.7,994.9,18.5
1960-09-02,1,18.1,12.5,22.7,8.8,20.9,0.0,0.0,0.0,18.0,22.5,12.5,21.11,3.73,10,69,0.0,1019.1,998.3,18.3
1960-09-03,61,19.3,10.7,26.7,9.4,21.6,2.2,0.0,4.0,19.6,26.9,9.9,19.61,3.77,27,70,0.0,1015.1,994.5,18.4
1960-09-04,61,19.2,15.5,22.9,12.0,30.6,6.9,0.0,11.0,19.4,22.1,16.2,15.67,3.06,75,73,0.0,1011.1,990.5,18.6
1960-09-05,61,15.2,13.3,18.3,17.0,40.7,10.3,0.0,19.0,13.9,17.3,10.5,9.25,1.92,74,79,0.0,1012.6,991.7,18.2
1960-09-06,51,15.0,11.7,18.3,16.1,33.5,0.1,0.0,1.0,13.3,16.5,9.8,13.26,2.5,65,70,0.0,1018.8,997.8,17.7
1960-09-07,55,15.2,12.1,18.5,8.8,29.2,7.1,0.0,14.0,15.2,18.5,11.6,5.41,1.16,98,83,0.0,1018.8,997.8,17.3
1960-09-08,51,16.3,13.8,19.0,19.2,42.5,1.9,0.0,13.0,15.0,17.0,11.7,13.83,2.52,79,79,0.0,1020.1,999.2,17.4
1960-09-09,3,15.1,10.2,20.2,12.1,23.4,0.0,0.0,0.0,14.1,19.8,8.9,19.68,3.21,59,72,0.0,1023.0,1001.9,17.2
1960-09-10,0,16.2,8.9,22.6,7.1,16.2,0.0,0.0,0.0,16.1,23.0,8.1,20.1,3.37,0,72,0.0,1023.7,1002.7,17.0
1960-09-11,0,17.5,10.0,24.5,9.2,21.2,0.0,0.0,0.0,17.3,24.7,9.1,19.99,3.61,0,72,0.0,1020.3,999.5,17.1
1960-09-12,3,17.9,10.2,25.5,8.0,19.1,0.0,0.0,0.0,17.7,26.1,8.7,20.08,3.6,17,69,0.0,1019.0,998.2,17.2
1960-09-13,61,15.8,12.4,17.7,10.9,19.4,10.4,0.0,12.0,16.2,19.0,12.1,4.6,0.91,78,89,0.0,1020.6,999.6,17.1
1960-09-14,3,16.3,11.5,20.9,17.3,32.8,0.0,0.0,0.0,15.7,20.3,11.1,12.51,2.5,39,74,0.0,1015.6,994.8,16.9
1960-09-15,63,16.9,14.3,18.6,24.3,57.2,31.7,0.0,19.0,15.6,18.4,11.4,7.93,1.97,93,78,0.0,1005.7,985.1,16.9
1960-09-16,65,15.1,10.1,18.8,23.9,62.6,49.3,0.0,19.0,14.0,18.0,9.0,2.17,1.19,98,81,0.0,999.8,979.2,16.7
1960-09-17,51,13.4,9.5,17.7,23.4,41.8,0.4,0.0,1.0,10.9,13.8,7.7,15.66,2.76,38,73,0.0,1008.9,988.0,16.2
1960-09-18,61,13.1,11.1,14.7,13.2,32.4,7.1,0.0,16.0,12.1,14.0,10.0,9.95,1.6,90,84,0.0,1011.7,990.7,15.9
1960-09-19,53,14.2,11.2,18.3,16.6,34.9,6.1,0.0,14.0,13.4,17.3,10.2,12.27,1.92,79,86,0.0,1013.3,992.3,15.8
1960-09-20,53,12.8,9.1,15.5,17.1,43.2,4.7,0.0,18.0,10.8,12.8,7.1,13.4,2.11,62,77,0.0,1016.9,995.8,15.7
1960-09-21,51,9.9,7.2,12.2,11.3,24.8,0.3,0.0,3.0,8.3,10.7,5.3,5.25,0.92,68,84,0.0,1020.0,998.6,14.9
1960-09-22,1,10.5,4.4,16.4,13.8,32.8,0.0,0.0,0.0,8.3,13.9,2.2,17.67,2.58,4,76,0.0,1021.3,999.9,14.5
1960-09-23,3,12.2,5.6,19.1,6.8,13.3,0.0,0.0,0.0,11.4,18.9,3.7,15.7,2.45,72,80,0.0,1023.3,1002.0,14.5
1960-09-24,3,13.7,8.4,19.7,8.7,24.1,0.0,0.0,0.0,13.1,19.4,7.3,16.71,2.59,37,83,0.0,1024.5,1003.3,14.6
1960-09-25,3,13.7,7.9,19.5,5.8,19.8,0.0,0.0,0.0,13.2,19.3,6.5,13.02,2.04,70,83,0.0,1021.3,1000.1,14.7
1960-09-26,2,14.3,8.6,20.5,7.7,19.1,0.0,0.0,0.0,13.8,20.2,7.4,15.83,2.54,24,81,0.0,1016.7,995.7,14.7
1960-09-27,61,14.6,10.4,19.4,5.4,14.4,5.1,0.0,6.0,14.8,20.2,9.5,11.95,1.95,80,85,0.0,1009.9,989.0,14.8
1960-09-28,61,14.7,12.8,17.5,5.1,26.3,19.4,0.0,24.0,15.3,17.9,12.9,5.11,0.94,92,90,0.0,1008.2,987.4,15.0
1960-09-29,53,13.4,10.0,16.7,7.8,17.3,2.5,0.0,11.0,13.0,16.2,8.7,11.26,1.8,62,84,0.0,1009.4,988.5,14.8
1960-09-30,63,13.2,8.8,17.0,17.2,53.3,23.5,0.0,14.0,12.1,17.2,7.0,5.19,1.05,99,87,0.0,1004.6,983.8,14.5
1960-10-01,55,13.3,7.4,19.8,11.5,25.2,1.7,0.0,3.0,11.8,18.9,5.3,15.39,2.48,46,75,0.0,1013.0,992.0,14.5
1960-10-02,3,15.9,10.0,20.7,27.5,57.2,0.0,0.0,0.0,13.0,16.7,8.5,15.44,3.59,58,66,0.0,1013.9,993.1,14.7
1960-10-03,55,18.3,14.9,22.1,22.3,55.1,1.9,0.0,3.0,16.6,21.1,13.2,10.42,2.91,98,68,0.0,1011.2,990.6,15.2
1960-10-04,53,16.5,13.6,18.5,22.5,63.7,2.7,0.0,9.0,15.4,17.5,11.5,8.92,1.72,69,82,0.0,1006.0,985.4,15.5
1960-10-05,61,15.8,12.9,19.1,29.4,63.4,5.2,0.0,9.0,12.5,15.7,9.6,10.21,2.73,80,71,0.0,1006.9,986.2,15.4
1960-10-06,61,14.3,11.5,17.7,26.4,60.8,11.6,0.0,12.0,13.7,17.8,10.4,8.32,1.45,79,86,0.0,1005.9,985.1,15.4
1960-10-07,53,12.8,8.9,16.7,8.6,34.2,4.0,0.0,20.0,11.8,15.3,7.5,9.35,1.55,59,83,0.0,1008.8,987.9,15.0
1960-10-08,51,13.4,8.5,16.9,13.7,32.0,0.5,0.0,4.0,12.0,15.2,7.0,8.02,1.65,73,79,0.0,1008.4,987.5,14.8
1960-10-09,61,13.4,12.1,15.4,16.9,43.2,8.1,0.0,22.0,11.4,13.9,9.4,6.74,1.51,83,77,0.0,1004.8,984.0,14.7
1960-10-10,61,12.0,8.5,15.6,12.5,36.0,3.6,0.0,13.0,10.3,13.7,6.8,8.27,1.44,75,78,0.0,1007.9,986.9,14.5
1960-10-11,53,9.3,6.5,12.7,15.6,32.8,3.9,0.0,17.0,7.2,10.0,4.4,6.49,1.01,81,85,0.0,1011.8,990.5,13.9
1960-10-12,55,8.2,6.1,10.6,12.5,30.6,6.1,0.0,16.0,6.1,8.0,3.7,8.26,1.09,57,83,0.0,1014.3,992.9,13.4
1960-10-13,3,7.2,4.5,10.7,9.2,22.0,0.0,0.0,0.0,5.0,8.5,2.6,10.63,1.35,49,78,0.0,1014.2,992.7,12.7
1960-10-14,3,6.4,1.5,11.1,12.7,28.8,0.0,0.0,0.0,3.9,8.6,-0.9,9.5,1.36,95,78,0.0,1014.4,992.9,12.1
1960-10-15,53,7.0,5.5,9.3,21.6,44.6,2.5,0.0,10.0,2.8,4.5,1.1,6.15,1.34,100,72,0.0,1012.9,991.4,11.9
1960-10-16,51,7.1,5.6,9.4,18.8,40.3,2.3,0.0,18.0,3.4,5.1,1.9,7.6,1.12,95,81,0.0,1018.3,996.7,11.6
1960-10-17,3,7.3,4.7,10.4,13.9,31.0,0.0,0.0,0.0,4.4,7.0,2.2,6.69,1.08,75,77,0.0,1022.7,1001.0,11.3
1960-10-18,3,5.9,1.7,11.3,6.9,18.0,0.0,0.0,0.0,3.6,9.2,-1.1,12.72,1.51,51,83,0.0,1020.5,998.7,10.9
1960-10-19,3,10.6,3.4,15.0,27.2,58.0,0.0,0.0,0.0,6.9,11.5,0.5,10.52,2.0,82,74,0.0,1009.8,988.7,11.0
1960-10-20,61,13.1,9.2,16.5,27.7,61.9,11.2,0.0,17.0,10.6,15.4,7.5,4.27,1.56,96,72,0.0,999.6,978.9,11.7
1960-10-21,51,10.9,7.9,14.7,25.3,50.4,0.8,0.0,5.0,7.6,10.8,5.1,8.31,1.71,70,77,0.0,1004.5,983.5,11.7
1960-10-22,53,15.5,12.2,17.7,32.8,73.4,2.0,0.0,12.0,11.6,15.0,7.3,4.59,2.49,96,66,0.0,1002.3,981.7,12.2
1960-10-23,61,15.0,13.6,16.1,23.1,58.7,7.4,0.0,13.0,13.6,15.8,11.9,3.15,1.11,76,82,0.0,1002.9,982.3,12.6
1960-10-24,61,14.1,13.1,15.1,20.4,47.5,5.2,0.0,12.0,12.2,14.2,11.1,7.6,1.33,90,84,0.0,1008.4,987.6,12.8
1960-10-25,61,13.1,11.6,15.7,18.9,43.6,6.3,0.0,11.0,11.0,12.9,9.5,7.87,1.43,90,81,0.0,1004.3,983.5,12.8
1960-10-26,61,12.5,10.8,15.3,19.2,40.7,7.4,0.0,12.0,9.9,12.7,8.4,7.57,1.43,60,79,0.0,1004.1,983.2,12.8
1960-10-27,3,12.5,7.8,16.5,22.8,50.0,0.0,0.0,0.0,9.7,12.6,5.5,9.87,1.9,40,75,0.0,1007.7,986.7,12.7
1960-10-28,61,10.6,8.1,12.9,16.1,32.0,13.3,0.0,12.0,9.1,10.0,6.5,2.15,0.65,94,86,0.0,1004.1,983.1,12.7
1960-10-29,61,10.9,7.9,15.7,26.7,54.0,13.0,0.0,15.0,8.5,12.1,6.4,6.83,1.21,97,86,0.0,997.3,976.5,12.3
1960-10-30,51,11.3,7.3,16.1,13.0,31.7,0.2,0.0,2.0,9.0,13.7,4.8,7.43,1.35,75,78,0.0,1009.4,988.4,12.3
1960-10-31,3,12.4,10.0,16.0,14.8,28.8,0.0,0.0,0.0,10.6,14.2,8.0,7.14,1.27,78,79,0.0,1010.0,989.0,12.4
1960-11-01,53,15.2,12.1,18.0,29.3,59.4,0.8,0.0,4.0,11.9,14.6,7.5,4.91,1.82,92,75,0.0,1005.3,984.6,12.8
1960-11-02,53,13.2,7.2,16.2,18.1,46.4,1.1,0.0,3.0,11.1,14.7,4.7,8.67,1.63,40,69,0.0,1013.6,992.5,13.0
1960-11-03,3,10.4,4.2,15.8,20.2,41.0,0.0,0.0,0.0,7.3,12.2,1.2,9.09,1.72,32,76,0.0,1015.3,994.0,12.4
1960-11-04,63,12.7,10.7,14.9,33.8,71.6,12.6,0.0,8.0,9.3,11.9,7.2,2.51,1.36,99,78,0.0,1006.0,985.1,12.6
1960-11-05,53,8.5,4.6,11.0,13.7,29.5,1.5,0.0,7.0,6.2,8.8,1.7,6.27,0.86,57,83,0.0,1008.9,987.7,12.3
1960-11-06,53,6.6,3.8,10.5,10.4,22.0,3.6,0.0,20.0,4.3,8.6,0.9,4.41,0.64,75,89,0.0,1012.5,991.0,11.6
1960-11-07,51,5.8,3.7,8.2,14.5,31.3,1.5,0.0,10.0,2.9,5.4,1.1,6.35,0.75,73,89,0.0,1015.4,993.8,11.1
1960-11-08,3,5.6,3.9,7.8,15.4,32.0,0.0,0.0,0.0,2.4,4.5,0.3,6.13,0.9,69,75,0.0,1017.0,995.4,10.6
1960-11-09,61,5.3,1.1,9.1,12.8,26.6,4.7,0.0,7.0,2.6,5.7,-1.6,5.5,0.77,97,84,0.0,1012.9,991.3,10.0
1960-11-10,61,7.4,3.3,11.1,19.9,43.6,2.8,0.0,6.0,4.1,6.9,0.3,6.32,1.03,88,83,0.0,1008.2,986.8,10.0
1960-11-11,61,10.2,8.0,14.1,15.6,31.7,7.9,0.0,13.0,8.2,12.2,5.0,7.4,1.05,78,85,0.0,1006.7,985.6,10.3
1960-11-12,63,9.3,5.3,14.4,8.8,17.3,6.8,0.0,11.0,7.8,13.4,3.0,5.2,0.75,94,90,0.0,1007.6,986.4,10.5
1960-11-13,53,7.3,3.3,10.3,6.5,15.5,3.4,0.0,13.0,5.3,8.9,0.9,2.48,0.46,83,86,0.0,1017.5,995.9,10.1
1960-11-14,51,7.0,3.4,11.4,7.5,19.8,0.1,0.0,1.0,4.9,9.6,0.7,6.52,0.83,52,86,0.0,1019.9,998.3,9.8
1960-11-15,53,9.4,3.7,14.8,18.1,37.4,2.0,0.0,6.0,6.9,12.4,0.9,6.37,1.1,93,84,0.0,1015.9,994.6,9.8
1960-11-16,53,9.1,6.4,11.6,9.3,25.9,3.2,0.0,13.0,7.7,10.4,4.6,4.45,0.62,82,91,0.0,1017.8,996.4,10.1
1960-11-17,55,8.3,4.9,12.3,24.3,49.3,4.9,0.0,13.0,5.8,9.8,3.0,1.51,0.48,80,91,0.0,1013.6,992.2,9.9
1960-11-18,3,8.0,4.8,12.4,8.2,15.8,0.0,0.0,0.0,6.0,10.8,2.4,7.08,0.9,72,87,0.0,1018.9,997.3,9.8
1960-11-19,61,7.0,3.4,9.2,14.2,30.6,8.0,0.0,17.0,4.9,7.2,0.4,3.06,0.47,75,90,0.0,1015.6,994.0,9.6
1960-11-20,3,5.6,2.7,10.4,17.6,32.4,0.0,0.0,0.0,3.1,8.3,-0.4,6.56,0.84,65,85,0.0,1021.0,999.3,9.2
1960-11-21,53,10.3,6.1,12.0,32.1,73.1,1.3,0.0,4.0,5.3,7.1,1.3,3.42,1.55,87,73,0.0,1013.0,991.8,9.3
1960-11-22,63,8.5,7.1,10.6,21.0,63.7,22.1,0.0,21.0,6.5,7.9,5.8,0.65,0.5,98,86,0.0,1007.3,986.1,9.5
1960-11-23,51,8.4,6.0,11.3,11.0,24.1,0.1,0.0,1.0,6.6,9.2,4.0,3.45,0.57,87,87,0.0,1013.6,992.3,9.5
1960-11-24,3,7.7,5.3,10.2,6.4,18.0,0.0,0.0,0.0,5.9,8.5,2.9,5.56,0.7,97,84,0.0,1015.9,994.4,9.4
