time,weather_code,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_max,wind_gusts_10m_max,rain_sum,snowfall_sum,precipitation_hours,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,relative_humidity_2m_mean,snowfall_water_equivalent_sum,pressure_msl_mean,surface_pressure_mean,soil_temperature_0_to_100cm_mean
2017-06-11,2,24.8,16.4,31.7,8.9,18.7,0.0,0.0,0.0,26.4,34.4,15.8,28.39,5.79,18,57,0.0,1016.9,996.6,18.9
2017-06-12,3,24.7,20.4,29.8,19.9,43.2,0.0,0.0,0.0,25.5,31.8,21.5,24.29,5.66,32,61,0.0,1017.2,996.9,19.7
2017-06-13,51,23.8,17.8,29.7,14.8,27.0,0.2,0.0,1.0,24.2,31.3,15.7,25.79,5.82,56,55,0.0,1015.7,995.4,20.1
2017-06-14,63,23.7,19.0,30.1,14.9,31.3,6.3,0.0,2.0,25.5,33.9,19.0,23.09,4.93,59,67,0.0,1015.0,994.7,20.5
2017-06-15,51,24.7,18.5,30.1,7.7,24.8,0.2,0.0,2.0,27.5,33.3,20.9,23.73,4.87,41,71,0.0,1017.0,996.7,20.8
2017-06-16,2,23.4,18.7,28.0,25.0,50.0,0.0,0.0,0.0,22.4,27.2,16.2,28.74,6.9,24,52,0.0,1021.7,1001.3,21.0
2017-06-17,0,21.2,15.8,26.0,26.8,54.0,0.0,0.0,0.0,18.2,23.3,12.8,29.27,7.22,0,49,0.0,1022.2,1001.6,20.9
2017-06-18,0,23.2,16.5,29.1,18.4,34.9,0.0,0.0,0.0,23.2,30.2,15.2,29.07,6.23,0,53,0.0,1018.7,998.3,21.1
2017-06-19,0,27.1,19.7,33.9,21.6,45.0,0.0,0.0,0.0,25.3,32.7,18.7,28.96,8.74,0,41,0.0,1017.8,997.6,21.6
2017-06-20,3,27.7,20.0,34.0,20.2,36.7,0.0,0.0,0.0,27.2,34.5,18.5,25.7,6.87,31,41,0.0,1016.5,996.4,22.2
2017-06-21,51,27.9,20.7,34.3,10.9,25.2,0.1,0.0,1.0,28.8,35.7,21.7,26.38,6.24,31,48,0.0,1015.1,995.0,22.9
2017-06-22,3,28.8,21.5,36.6,20.5,40.0,0.0,0.0,0.0,29.7,37.3,22.2,25.18,6.7,32,50,0.0,1015.4,995.4,23.3
2017-06-23,53,27.8,21.0,34.8,18.2,34.9,0.7,0.0,1.0,29.2,36.8,23.3,23.44,6.05,61,54,0.0,1017.9,997.8,23.7
2017-06-24,55,25.8,21.4,31.2,18.3,34.6,2.4,0.0,3.0,26.3,31.8,20.3,24.9,6.19,66,54,0.0,1018.0,997.7,23.9
2017-06-25,51,24.1,19.6,31.6,23.4,47.9,0.1,0.0,1.0,23.0,28.9,18.0,27.73,6.81,24,46,0.0,1016.6,996.3,23.8
2017-06-26,53,23.6,17.8,28.4,18.9,36.4,1.2,0.0,4.0,23.6,29.5,17.8,19.84,4.83,73,54,0.0,1011.7,991.5,23.5
2017-06-27,63,24.5,17.6,31.9,21.3,42.5,13.3,0.0,6.0,24.8,30.5,18.6,23.04,5.73,59,59,0.0,1006.4,986.3,23.3
2017-06-28,63,19.5,15.9,24.4,22.9,47.2,9.7,0.0,8.0,19.3,25.5,15.5,17.45,3.66,73,66,0.0,1002.5,982.2,22.7
2017-06-29,61,18.0,14.8,22.2,23.1,49.3,4.1,0.0,7.0,15.9,19.0,13.0,18.59,4.05,57,64,0.0,1003.9,983.4,21.8
2017-06-30,51,17.0,12.9,21.1,22.4,45.7,0.6,0.0,5.0,14.5,18.1,10.7,17.77,4.0,60,57,0.0,1010.1,989.4,21.1
2017-07-01,53,16.1,14.4,18.0,18.4,36.7,2.1,0.0,7.0,14.9,16.7,13.4,7.34,1.98,97,69,0.0,1018.0,997.1,20.6
2017-07-02,51,17.7,14.9,22.3,21.6,43.6,0.8,0.0,6.0,16.4,20.0,14.3,13.65,3.23,90,70,0.0,1023.2,1002.3,20.2
2017-07-03,51,19.6,14.9,24.6,15.0,32.0,0.2,0.0,2.0,19.1,24.6,14.8,24.67,4.89,39,63,0.0,1023.6,1002.8,20.3
2017-07-04,2,22.7,14.6,28.9,8.9,20.9,0.0,0.0,0.0,23.3,30.1,14.4,28.85,5.7,4,58,0.0,1019.5,999.1,20.7
2017-07-05,2,25.3,17.3,32.5,23.6,46.1,0.0,0.0,0.0,23.8,30.7,17.7,28.36,7.94,17,47,0.0,1016.6,996.3,21.2
2017-07-06,3,26.5,17.0,33.9,23.7,45.7,0.0,0.0,0.0,24.0,32.0,15.5,28.26,8.93,42,35,0.0,1017.0,996.8,21.7
2017-07-07,3,28.2,20.2,34.2,14.2,29.9,0.0,0.0,0.0,28.3,35.1,19.6,23.94,5.95,36,39,0.0,1017.9,997.8,22.5
2017-07-08,61,29.1,21.9,35.5,11.6,26.3,1.6,0.0,1.0,30.1,36.9,22.7,24.28,6.12,54,45,0.0,1015.2,995.2,23.0
2017-07-09,51,24.8,20.9,28.7,24.2,63.0,0.1,0.0,1.0,25.4,27.5,22.9,15.96,4.47,70,61,0.0,1011.4,991.2,22.9
2017-07-10,63,22.2,17.4,27.9,12.7,38.9,8.6,0.0,5.0,23.8,30.4,18.0,19.72,4.01,59,72,0.0,1012.9,992.6,22.7
2017-07-11,3,22.3,17.4,29.5,21.1,48.6,0.0,0.0,0.0,23.3,29.5,19.2,22.16,4.65,66,68,0.0,1015.1,994.7,22.5
2017-07-12,3,23.5,17.0,30.3,23.9,47.2,0.0,0.0,0.0,23.0,28.6,17.2,22.22,5.58,26,58,0.0,1016.6,996.2,22.6
2017-07-13,3,23.1,19.1,28.3,18.8,37.1,0.0,0.0,0.0,22.1,27.6,19.1,22.4,5.73,57,54,0.0,1018.8,998.3,22.6
2017-07-14,51,21.9,18.0,26.4,22.9,46.4,0.1,0.0,1.0,20.1,24.4,16.5,22.99,5.78,22,51,0.0,1019.4,998.9,22.6
2017-07-15,3,21.3,16.7,26.0,24.5,51.5,0.0,0.0,0.0,18.9,23.8,15.2,27.99,6.7,46,46,0.0,1021.5,1000.9,22.5
2017-07-16,3,23.3,17.1,29.0,22.7,47.5,0.0,0.0,0.0,21.3,27.7,14.6,27.52,7.13,19,46,0.0,1022.1,1001.6,22.6
2017-07-17,3,25.9,17.8,32.0,20.6,37.4,0.0,0.0,0.0,26.0,32.1,18.0,21.88,5.43,72,46,0.0,1018.5,998.3,23.0
2017-07-18,2,27.2,20.9,33.7,31.6,61.6,0.0,0.0,0.0,23.7,30.3,18.5,27.72,9.83,21,33,0.0,1014.7,994.6,23.6
2017-07-19,3,26.5,21.5,31.7,33.1,64.4,0.0,0.0,0.0,22.6,27.7,18.0,19.41,8.34,73,31,0.0,1013.0,992.9,23.8
2017-07-20,55,22.7,17.1,29.7,22.0,52.2,3.0,0.0,5.0,22.7,31.0,16.3,23.44,5.25,52,59,0.0,1014.3,993.9,23.7
2017-07-21,53,22.1,18.4,27.5,11.7,26.3,2.0,0.0,5.0,23.3,29.6,18.5,18.8,3.83,64,67,0.0,1012.6,992.3,23.5
2017-07-22,61,22.2,17.5,28.2,14.4,34.6,4.5,0.0,4.0,24.0,29.9,19.3,17.49,3.64,61,75,0.0,1014.1,993.7,23.3
2017-07-23,51,20.9,17.5,27.0,18.9,39.6,0.6,0.0,5.0,20.7,25.0,17.2,15.76,3.58,69,64,0.0,1017.7,997.1,22.9
2017-07-24,63,19.7,17.2,22.9,24.8,50.8,3.5,0.0,3.0,18.2,20.9,16.1,17.09,4.03,74,60,0.0,1014.4,993.8,22.6
2017-07-25,53,17.6,15.8,21.4,20.8,46.1,2.9,0.0,10.0,16.4,19.2,14.9,9.49,2.49,77,71,0.0,1015.1,994.4,21.9
2017-07-26,51,19.5,13.8,24.0,17.7,38.9,0.5,0.0,3.0,18.6,21.7,13.7,16.51,3.78,69,63,0.0,1014.2,993.6,21.5
2017-07-27,51,22.8,18.2,29.0,15.5,31.7,0.3,0.0,3.0,23.1,28.8,19.1,15.41,3.82,85,58,0.0,1013.0,992.6,21.9
2017-07-28,51,21.9,17.8,27.5,14.5,30.6,0.2,0.0,2.0,21.5,27.5,16.9,22.65,5.06,45,55,0.0,1016.2,995.7,22.2
2017-07-29,51,24.5,16.5,31.3,19.9,36.0,0.2,0.0,1.0,24.7,32.0,16.3,22.89,5.38,47,51,0.0,1015.4,995.1,22.5
2017-07-30,55,25.6,20.5,32.4,17.7,37.8,1.2,0.0,2.0,26.0,32.7,20.0,22.46,5.65,45,55,0.0,1013.3,993.1,23.1
2017-07-31,3,27.0,19.9,35.2,27.0,55.8,0.0,0.0,0.0,26.8,32.3,21.4,22.35,6.57,38,50,0.0,1012.4,992.4,23.4
2017-08-01,53,25.8,20.8,34.0,19.3,46.4,1.5,0.0,5.0,26.3,36.3,20.4,19.35,5.0,66,52,0.0,1014.1,994.0,23.7
2017-08-02,51,27.9,19.6,35.5,20.6,40.3,0.3,0.0,1.0,29.3,36.6,22.5,23.02,6.25,41,57,0.0,1017.3,997.2,24.1
2017-08-03,3,29.3,23.6,35.8,19.9,47.2,0.0,0.0,0.0,29.9,37.2,24.5,21.14,6.2,43,44,0.0,1015.1,995.2,24.9
2017-08-04,3,26.7,22.1,33.7,18.6,40.7,0.0,0.0,0.0,27.5,34.1,23.3,21.99,5.62,25,54,0.0,1016.1,995.9,25.1
2017-08-05,51,25.1,19.8,31.7,21.6,41.0,0.2,0.0,2.0,25.1,33.1,18.3,19.48,5.3,36,52,0.0,1016.9,996.6,25.0
2017-08-06,3,22.2,18.6,26.1,22.3,46.1,0.0,0.0,0.0,19.6,23.0,16.3,20.42,5.89,36,46,0.0,1020.0,999.5,24.6
2017-08-07,51,23.4,15.6,30.2,15.4,29.9,0.1,0.0,1.0,22.1,29.8,14.0,26.55,5.89,47,40,0.0,1014.7,994.4,24.4
2017-08-08,63,19.4,15.9,23.9,12.8,43.2,31.9,0.0,16.0,20.3,24.4,17.2,10.52,2.21,66,80,0.0,1013.1,992.5,23.9
2017-08-09,51,18.7,13.5,24.5,19.5,37.8,0.2,0.0,2.0,17.7,24.1,13.3,18.53,4.05,75,59,0.0,1016.8,996.1,23.3
2017-08-10,3,17.6,13.6,21.3,16.3,30.2,0.0,0.0,0.0,15.8,20.2,12.6,17.48,3.81,66,54,0.0,1019.2,998.4,22.9
2017-08-11,53,16.1,12.9,19.8,16.0,37.1,1.3,0.0,6.0,14.4,18.5,11.0,17.3,3.35,58,67,0.0,1019.9,999.0,22.2
2017-08-12,3,18.4,12.8,24.2,16.9,36.4,0.0,0.0,0.0,17.5,22.8,12.6,21.24,4.26,50,64,0.0,1021.7,1000.9,21.7
2017-08-13,3,20.1,14.9,24.9,11.6,28.1,0.0,0.0,0.0,19.9,25.1,15.1,16.72,3.62,57,65,0.0,1020.3,999.6,21.7
2017-08-14,51,23.4,14.6,31.6,21.2,46.8,0.1,0.0,1.0,22.8,30.1,15.0,22.55,6.07,15,57,0.0,1017.4,997.0,21.9
2017-08-15,51,24.4,18.6,30.5,20.5,43.2,0.1,0.0,1.0,23.2,30.4,17.1,17.22,5.29,72,49,0.0,1018.3,997.9,22.4
2017-08-16,51,23.3,17.5,28.5,7.3,30.2,0.6,0.0,2.0,24.9,29.6,19.2,17.91,3.75,56,68,0.0,1019.9,999.5,22.7
2017-08-17,3,24.6,18.0,32.3,18.9,38.2,0.0,0.0,0.0,25.4,31.9,19.6,22.05,5.0,41,58,0.0,1018.8,998.5,22.9
2017-08-18,61,22.8,18.0,33.5,22.7,49.3,5.6,0.0,6.0,24.2,34.6,19.5,18.82,3.97,55,71,0.0,1017.1,996.7,23.1
2017-08-19,51,19.3,15.4,23.6,17.7,37.4,0.1,0.0,1.0,17.8,22.0,13.0,24.39,5.08,24,56,0.0,1021.3,1000.6,22.8
2017-08-20,3,18.8,13.9,23.7,20.2,43.9,0.0,0.0,0.0,16.0,20.9,11.3,24.02,5.48,17,47,0.0,1023.6,1002.8,22.3
2017-08-21,0,20.3,13.3,26.6,15.3,34.2,0.0,0.0,0.0,18.6,25.7,11.3,23.8,5.45,0,47,0.0,1022.1,1001.4,22.1
2017-08-22,3,23.3,14.6,31.2,12.0,20.2,0.0,0.0,0.0,23.4,32.2,14.2,23.69,5.02,9,51,0.0,1017.6,997.2,22.4
2017-08-23,2,25.6,18.9,32.7,13.9,27.0,0.0,0.0,0.0,25.9,34.4,17.5,22.09,5.36,27,50,0.0,1015.6,995.4,23.0
2017-08-24,51,24.5,19.9,30.0,19.0,39.6,0.1,0.0,1.0,25.2,30.3,21.6,16.6,4.41,66,63,0.0,1017.2,996.9,23.3
2017-08-25,1,25.8,19.8,31.7,28.1,55.8,0.0,0.0,0.0,23.7,28.4,19.6,22.51,7.45,10,48,0.0,1016.4,996.2,23.4
2017-08-26,51,26.6,19.3,33.2,23.4,47.9,0.1,0.0,1.0,24.5,30.6,19.0,21.33,7.47,40,40,0.0,1015.7,995.6,23.7
2017-08-27,3,26.6,21.1,32.8,15.6,31.7,0.0,0.0,0.0,27.1,34.2,20.9,18.26,4.65,87,49,0.0,1016.1,995.9,24.1
2017-08-28,3,27.1,20.2,33.5,9.8,24.8,0.0,0.0,0.0,28.2,34.6,22.6,20.26,4.88,44,51,0.0,1014.9,994.8,24.4
2017-08-29,3,27.9,20.0,35.6,21.0,40.3,0.0,0.0,0.0,27.8,35.9,20.6,21.25,6.52,41,47,0.0,1012.6,992.6,24.7
2017-08-30,61,25.5,21.6,30.8,26.6,55.4,2.9,0.0,4.0,25.9,29.7,22.6,12.79,4.36,82,62,0.0,1012.0,991.9,24.8
2017-08-31,65,16.7,14.6,20.6,14.5,47.2,37.1,0.0,20.0,16.9,23.6,13.6,1.99,0.68,97,88,0.0,1018.7,997.8,23.7
2017-09-01,2,16.4,13.2,19.8,16.7,36.0,0.0,0.0,0.0,14.2,17.0,11.4,15.12,3.28,39,62,0.0,1019.2,998.3,22.4
2017-09-02,63,14.9,12.1,18.6,22.9,50.0,4.6,0.0,7.0,12.5,16.5,9.7,14.97,2.9,53,70,0.0,1019.8,998.8,21.7
2017-09-03,3,14.9,9.6,20.3,12.4,28.1,0.0,0.0,0.0,13.7,18.8,8.6,19.09,3.31,70,69,0.0,1016.7,995.7,21.0
2017-09-04,3,18.5,12.9,24.3,7.4,18.0,0.0,0.0,0.0,18.3,24.4,11.9,20.56,3.7,38,62,0.0,1016.6,995.9,20.9
2017-09-05,51,21.5,15.0,27.2,13.4,25.9,0.3,0.0,2.0,22.1,27.2,15.3,16.4,3.5,51,64,0.0,1020.2,999.6,21.2
2017-09-06,53,18.6,14.4,21.9,18.4,40.3,0.7,0.0,2.0,17.3,20.2,12.0,13.72,3.21,56,64,0.0,1021.9,1001.1,21.3
2017-09-07,3,16.3,12.8,20.5,20.3,40.3,0.0,0.0,0.0,14.1,17.4,11.3,13.27,3.13,65,60,0.0,1019.0,998.1,20.7
2017-09-08,3,16.9,10.1,22.5,12.3,25.6,0.0,0.0,0.0,16.1,21.4,9.6,17.12,3.19,40,63,0.0,1012.6,991.8,20.4
2017-09-09,55,15.1,12.1,17.6,18.4,33.5,4.1,0.0,11.0,14.1,16.7,12.2,5.47,1.35,83,81,0.0,1004.8,984.1,20.0
2017-09-10,51,14.9,11.3,18.4,19.7,40.0,0.1,0.0,1.0,12.7,15.4,10.1,12.3,2.55,66,67,0.0,1008.2,987.5,19.5
2017-09-11,51,16.3,11.2,20.7,18.1,37.8,0.2,0.0,2.0,14.2,17.9,10.0,11.85,2.99,82,58,0.0,1008.2,987.5,19.3
2017-09-12,51,15.5,12.1,19.1,16.0,33.5,0.1,0.0,1.0,13.3,15.7,10.7,13.2,2.9,68,56,0.0,1015.1,994.2,19.1
2017-09-13,51,18.9,11.6,26.0,21.2,43.6,0.1,0.0,1.0,16.5,24.1,9.1,10.62,3.67,60,55,0.0,1017.1,996.4,19.0
2017-09-14,63,15.8,11.6,20.4,25.2,61.6,5.4,0.0,5.0,13.6,18.5,9.7,9.07,2.35,46,65,0.0,1016.4,995.5,19.1
2017-09-15,51,13.4,9.8,17.5,7.6,22.0,0.4,0.0,3.0,12.1,15.7,8.5,14.89,2.41,35,69,0.0,1014.7,993.7,18.4
2017-09-16,51,12.2,8.5,16.9,11.6,28.1,0.8,0.0,5.0,10.8,15.1,7.4,15.21,2.33,40,75,0.0,1012.9,991.8,18.0
2017-09-17,63,12.3,8.6,16.6,13.4,40.0,3.7,0.0,5.0,10.8,14.6,7.6,10.84,1.83,80,77,0.0,1015.3,994.2,17.7
2017-09-18,53,12.5,9.8,15.9,14.5,29.5,1.0,0.0,2.0,10.9,13.8,8.6,11.4,1.99,69,74,0.0,1018.2,997.0,17.4
2017-09-19,53,11.9,8.8,15.2,20.9,42.5,2.2,0.0,12.0,9.4,11.2,7.2,11.03,1.96,58,73,0.0,1021.1,999.8,17.0
2017-09-20,51,12.0,7.6,17.4,17.2,38.2,0.1,0.0,1.0,9.5,13.6,5.4,13.79,2.45,29,69,0.0,1022.4,1001.1,16.8
2017-09-21,1,14.0,8.1,20.8,9.7,18.4,0.0,0.0,0.0,12.6,19.4,5.9,18.35,2.97,3,64,0.0,1019.2,998.1,16.7
2017-09-22,3,15.8,10.9,22.4,9.5,20.5,0.0,0.0,0.0,14.9,21.3,9.5,16.34,2.9,68,67,0.0,1020.8,999.8,16.8
2017-09-23,3,16.4,10.9,22.8,7.7,15.1,0.0,0.0,0.0,16.0,22.6,9.6,16.81,2.89,50,72,0.0,1020.7,999.7,17.1
2017-09-24,51,16.9,11.9,23.5,9.9,21.6,0.2,0.0,1.0,16.3,22.5,11.0,15.13,2.81,42,70,0.0,1019.5,998.6,17.4
2017-09-25,61,15.6,11.6,21.5,7.2,21.2,4.7,0.0,6.0,15.5,21.1,10.4,9.4,1.74,93,79,0.0,1018.8,997.8,17.3
2017-09-26,51,17.0,13.7,20.7,9.0,22.0,1.6,0.0,8.0,17.1,20.0,14.1,11.31,2.1,70,78,0.0,1020.8,999.9,17.6
2017-09-27,3,17.8,12.3,23.8,13.9,25.2,0.0,0.0,0.0,17.6,23.8,12.7,14.31,2.91,88,69,0.0,1021.7,1000.9,17.8
2017-09-28,53,18.2,12.8,23.6,15.6,31.7,0.9,0.0,2.0,16.7,22.9,11.2,13.95,3.12,62,58,0.0,1024.0,1003.1,18.0
2017-09-29,3,18.7,12.8,26.5,10.9,24.1,0.0,0.0,0.0,17.4,25.7,11.6,14.54,3.24,51,55,0.0,1021.4,1000.6,18.0
2017-09-30,61,14.4,10.6,18.5,18.7,34.2,8.7,0.0,9.0,13.5,18.9,9.7,4.01,1.09,84,78,0.0,1020.1,999.0,17.8
2017-10-01,3,13.8,9.4,18.0,8.9,20.5,0.0,0.0,0.0,12.8,16.6,8.1,10.49,1.78,95,78,0.0,1021.9,1000.7,17.4
2017-10-02,51,16.0,13.3,19.8,10.9,21.6,1.1,0.0,6.0,15.8,19.4,12.9,4.94,1.14,98,79,0.0,1022.1,1001.1,17.4
2017-10-03,63,15.5,10.4,18.1,18.8,38.9,7.8,0.0,7.0,14.7,19.0,7.9,7.67,1.53,64,80,0.0,1022.4,1001.3,17.6
2017-10-04,3,12.7,6.9,18.1,9.4,20.5,0.0,0.0,0.0,11.4,16.8,4.8,12.0,1.87,75,71,0.0,1025.9,1004.6,17.1
2017-10-05,3,14.1,6.8,21.5,10.0,18.0,0.0,0.0,0.0,13.0,20.3,5.5,15.34,2.66,25,71,0.0,1021.3,1000.2,16.7
2017-10-06,51,13.0,9.4,15.7,25.6,52.2,0.2,0.0,2.0,9.3,14.0,6.2,10.79,2.66,60,63,0.0,1022.9,1001.6,16.9
2017-10-07,3,10.7,6.7,15.5,13.9,25.9,0.0,0.0,0.0,8.5,13.2,3.9,14.66,2.17,50,72,0.0,1025.0,1003.6,16.3
2017-10-08,51,12.4,9.4,15.8,13.3,28.1,0.3,0.0,2.0,11.2,14.2,8.2,7.47,1.41,90,76,0.0,1021.8,1000.5,16.1
2017-10-09,3,13.8,10.4,17.6,11.3,25.9,0.0,0.0,0.0,12.7,15.7,9.3,7.28,1.5,74,78,0.0,1021.4,1000.3,16.2
2017-10-10,3,13.1,8.6,19.0,8.3,20.5,0.0,0.0,0.0,11.9,17.4,7.1,12.15,2.02,33,76,0.0,1021.5,1000.3,16.0
2017-10-11,1,15.7,9.6,22.1,19.5,36.4,0.0,0.0,0.0,13.9,19.4,8.5,14.27,3.0,4,67,0.0,1021.2,1000.2,16.0
2017-10-12,51,15.0,9.1,21.0,16.2,30.2,0.4,0.0,1.0,14.4,20.2,8.1,12.73,2.13,30,79,0.0,1025.9,1004.8,16.3
2017-10-13,3,15.2,10.7,21.7,8.0,14.4,0.0,0.0,0.0,15.0,21.5,10.7,12.61,2.06,52,78,0.0,1026.5,1005.4,16.2
2017-10-14,3,15.8,8.9,23.9,10.8,22.0,0.0,0.0,0.0,15.2,23.1,7.6,12.8,2.34,27,76,0.0,1026.7,1005.6,16.2
2017-10-15,0,17.2,12.1,23.7,22.1,45.7,0.0,0.0,0.0,15.5,21.3,10.7,13.42,2.95,0,72,0.0,1026.1,1005.1,16.4
2017-10-16,2,17.3,11.9,24.1,25.3,49.7,0.0,0.0,0.0,15.2,19.9,10.5,13.31,3.25,9,68,0.0,1025.2,1004.2,16.7
2017-10-17,2,16.0,9.8,24.2,23.1,45.7,0.0,0.0,0.0,13.6,19.7,8.5,13.08,3.22,40,64,0.0,1021.8,1000.8,16.6
2017-10-18,3,17.1,11.9,22.5,23.5,46.8,0.0,0.0,0.0,14.9,18.7,10.9,12.08,3.05,32,65,0.0,1015.5,994.7,16.7
2017-10-19,3,17.5,13.2,24.0,21.3,46.1,0.0,0.0,0.0,15.1,20.3,10.9,12.0,3.23,46,55,0.0,1012.6,991.9,17.0
2017-10-20,51,16.7,12.5,21.4,20.8,41.8,0.2,0.0,1.0,15.1,19.6,10.5,5.61,1.94,60,69,0.0,1016.5,995.7,16.9
2017-10-21,61,16.4,12.4,23.1,25.3,47.9,5.7,0.0,10.0,15.2,21.5,12.1,9.31,1.95,55,81,0.0,1019.3,998.4,17.1
2017-10-22,51,11.0,8.5,14.4,17.7,43.6,0.2,0.0,2.0,8.5,10.6,6.9,9.24,1.73,39,71,0.0,1023.4,1002.0,16.6
2017-10-23,51,10.8,9.1,13.1,16.7,32.4,0.6,0.0,3.0,9.1,10.0,7.3,3.56,0.87,92,77,0.0,1026.3,1004.8,15.9
2017-10-24,3,12.6,9.6,16.8,11.2,24.8,0.0,0.0,0.0,11.5,15.3,8.3,5.38,1.03,76,81,0.0,1026.5,1005.2,15.8
2017-10-25,3,13.3,9.1,19.1,6.4,15.8,0.0,0.0,0.0,12.7,18.5,8.3,10.52,1.58,75,81,0.0,1025.3,1004.0,15.7
2017-10-26,3,14.8,8.2,22.0,9.4,18.4,0.0,0.0,0.0,14.1,21.8,6.8,10.71,1.78,44,76,0.0,1025.7,1004.5,15.5
2017-10-27,3,12.4,8.2,16.3,23.4,45.4,0.0,0.0,0.0,10.2,13.1,5.9,4.64,1.18,51,83,0.0,1027.8,1006.4,15.2
2017-10-28,3,9.8,6.8,13.2,21.4,40.7,0.0,0.0,0.0,6.1,9.1,3.7,10.32,1.9,44,70,0.0,1028.6,1007.0,15.0
2017-10-29,53,9.4,5.0,12.5,20.7,39.2,0.6,0.0,2.0,7.0,9.9,2.5,2.1,0.68,95,83,0.0,1022.2,1000.8,14.4
2017-10-30,3,8.1,5.2,11.7,27.2,54.0,0.0,0.0,0.0,3.3,6.2,1.2,9.68,1.81,23,71,0.0,1023.1,1001.5,14.2
2017-10-31,1,6.1,2.5,10.9,12.5,24.1,0.0,0.0,0.0,3.1,7.7,-0.4,10.72,1.36,2,74,0.0,1026.6,1004.8,13.5
2017-11-01,3,8.3,2.6,15.6,10.7,20.2,0.0,0.0,0.0,6.0,13.2,0.4,9.18,1.42,90,75,0.0,1023.7,1002.1,12.9
2017-11-02,3,11.4,7.7,17.9,15.9,34.9,0.0,0.0,0.0,9.2,15.6,4.8,8.71,1.47,62,81,0.0,1019.5,998.2,13.1
2017-11-03,3,11.1,7.3,17.1,8.3,15.1,0.0,0.0,0.0,10.0,16.0,6.2,8.68,1.25,54,82,0.0,1015.6,994.4,13.2
2017-11-04,63,13.7,10.4,17.4,21.6,42.8,18.4,0.0,15.0,12.0,15.4,8.4,6.18,1.27,88,82,0.0,1012.2,991.2,13.4
2017-11-05,63,9.2,5.4,12.1,24.1,53.6,13.5,0.0,8.0,5.8,10.3,1.1,6.03,1.26,71,76,0.0,1014.8,993.4,13.3
2017-11-06,51,6.1,4.6,8.3,37.4,72.7,0.2,0.0,2.0,0.1,1.0,-1.0,5.3,1.58,72,69,0.0,1019.5,997.8,12.6
2017-11-07,51,5.7,3.8,7.7,25.0,47.9,0.1,0.0,1.0,1.4,3.6,-0.8,3.99,0.99,86,75,0.0,1018.9,997.2,12.1
2017-11-08,51,5.7,3.4,8.1,11.8,25.9,1.2,0.0,7.0,3.0,5.0,0.6,6.64,0.87,75,78,0.0,1019.9,998.2,11.8
2017-11-09,3,5.5,3.5,6.9,20.4,39.6,0.0,0.0,0.0,1.7,3.0,0.3,3.52,0.8,90,78,0.0,1025.2,1003.3,11.4
2017-11-10,51,5.7,2.3,7.5,11.0,20.2,1.7,0.0,7.0,3.4,5.1,-0.1,2.5,0.47,92,83,0.0,1026.4,1004.5,11.1
2017-11-11,53,8.4,6.7,10.8,11.2,20.5,4.4,0.0,10.0,6.6,9.1,5.1,2.27,0.46,98,90,0.0,1021.0,999.5,11.2
2017-11-12,63,9.5,4.1,14.2,21.1,61.9,8.2,0.0,9.0,7.0,11.8,-0.9,3.01,0.74,71,85,0.0,1012.6,991.3,11.4
2017-11-13,71,5.4,4.0,6.4,31.1,65.9,3.3,0.07,11.0,-0.1,1.3,-1.4,4.41,1.06,71,78,0.1,1017.3,995.6,11.0
2017-11-14,3,4.8,3.0,7.3,28.3,55.8,0.0,0.0,0.0,-0.5,1.8,-2.3,6.72,1.05,49,80,0.0,1024.0,1002.1,10.6
2017-11-15,3,3.4,0.9,6.3,15.7,32.4,0.0,0.0,0.0,-0.3,2.5,-2.7,7.55,0.86,57,80,0.0,1024.5,1002.5,10.1
2017-11-16,3,1.9,-0.6,4.8,10.5,20.2,0.0,0.0,0.0,-1.2,1.8,-3.7,6.15,0.62,56,89,0.0,1024.7,1002.6,9.5
2017-11-17,3,4.5,-0.2,9.4,17.0,33.1,0.0,0.0,0.0,1.0,5.6,-3.7,7.11,0.81,49,85,0.0,1025.1,1003.2,9.2
2017-11-18,3,5.2,3.0,7.0,16.6,34.2,0.0,0.0,0.0,1.7,2.9,0.1,3.45,0.57,99,85,0.0,1025.4,1003.5,9.5
2017-11-19,51,4.4,1.0,6.2,9.4,17.6,0.2,0.0,2.0,1.9,3.8,-1.8,1.26,0.32,84,88,0.0,1024.7,1002.8,9.2
2017-11-20,3,4.7,1.1,8.0,9.3,18.0,0.0,0.0,0.0,2.3,5.5,-1.7,6.81,0.73,50,88,0.0,1025.5,1003.6,9.1
2017-11-21,3,4.7,-0.3,11.6,9.8,15.1,0.0,0.0,0.0,2.2,9.6,-2.8,7.35,0.84,70,86,0.0,1021.2,999.4,8.8
2017-11-22,3,8.5,1.6,14.8,28.6,54.0,0.0,0.0,0.0,4.6,10.5,-2.0,7.93,1.46,35,78,0.0,1015.2,993.8,8.7
2017-11-23,3,11.8,10.1,14.6,33.3,63.0,0.0,0.0,0.0,7.1,9.5,5.2,6.38,1.72,57,76,0.0,1015.6,994.4,9.7
2017-11-24,51,11.5,9.4,14.1,25.6,49.0,0.1,0.0,1.0,7.9,10.1,5.5,4.87,1.09,83,84,0.0,1016.8,995.6,10.2
